cell_i,cell_j,stack_count,thickness_m,cell_area_m2,volume_proxy_m3,status,reason,distance_m,receive_dot,receive_threshold_used,triangle_index,used_fallback,src_x,src_y,src_z,target_x,target_y,target_z,normal_x,normal_y,normal_z
-26,-40,1,0.003740,0.000174,0.000001,accepted,accepted,0.196198,0.545508,0.150000,4777,False,15.193759,16.631088,0.611989,15.371063,16.644867,0.600682,-0.994985,-0.077330,0.063447
-26,-23,1,0.003740,0.000174,0.000001,accepted,accepted,0.162767,0.279616,0.150000,8435,False,15.193759,16.631088,1.291411,15.323356,16.650732,1.352863,-0.895207,-0.135699,-0.424489
-23,-38,1,0.003740,0.000174,0.000001,accepted,accepted,0.188604,0.569507,0.150000,4777,False,15.193759,16.781195,0.675253,15.363507,16.794388,0.664428,-0.994985,-0.077330,0.063447
-22,-25,1,0.003740,0.000174,0.000001,accepted,accepted,0.170481,0.288078,0.150000,8435,False,15.193759,16.831232,1.209257,15.330261,16.851923,1.273983,-0.895207,-0.135699,-0.424489
-21,-28,1,0.003740,0.000174,0.000001,accepted,accepted,0.206928,0.639494,0.150000,4777,False,15.193759,16.881268,1.086025,15.381739,16.895878,1.074038,-0.994985,-0.077330,0.063447
-21,-19,1,0.003740,0.000174,0.000001,accepted,accepted,0.059070,0.313607,0.150000,8435,False,15.193759,16.881268,1.455720,15.230526,16.886841,1.473154,-0.895207,-0.135699,-0.424489
-20,-37,1,0.003740,0.000174,0.000001,accepted,accepted,0.179602,0.591405,0.150000,4777,False,15.193759,16.931303,0.716330,15.354550,16.943800,0.706077,-0.994985,-0.077330,0.063447
-19,-31,1,0.003740,0.000174,0.000001,accepted,accepted,0.191370,0.634428,0.150000,4777,False,15.193759,16.981339,0.962793,15.366260,16.994745,0.951794,-0.994985,-0.077330,0.063447
-18,-34,1,0.003740,0.000174,0.000001,accepted,accepted,0.179683,0.621229,0.150000,4777,False,15.193759,17.031374,0.839562,15.354630,17.043877,0.829303,-0.994985,-0.077330,0.063447
-18,-30,1,0.003740,0.000174,0.000001,accepted,accepted,0.190107,0.647310,0.150000,4777,False,15.193759,17.031374,1.003871,15.365003,17.044683,0.992951,-0.994985,-0.077330,0.063447
-18,-25,1,0.003740,0.000174,0.000001,accepted,accepted,0.143322,0.302340,0.150000,8435,False,15.193759,17.031374,1.209257,15.305948,17.048380,1.262455,-0.895207,-0.135699,-0.424489
-17,-30,1,0.003740,0.000174,0.000001,accepted,accepted,0.186239,0.653748,0.150000,4777,False,15.193759,17.081409,1.003871,15.361154,17.094419,0.993197,-0.994985,-0.077330,0.063447
-17,-26,1,0.003740,0.000174,0.000001,accepted,accepted,0.153968,0.301797,0.150000,8435,False,15.193759,17.081409,1.168180,15.315479,17.099859,1.225897,-0.895207,-0.135699,-0.424489
-17,-24,1,0.003740,0.000174,0.000001,accepted,accepted,0.119095,0.309971,0.150000,8435,False,15.193759,17.081409,1.250334,15.284261,17.095127,1.293248,-0.895207,-0.135699,-0.424489
-17,-23,1,0.003740,0.000174,0.000001,accepted,accepted,0.101658,0.314168,0.150000,8435,False,15.193759,17.081409,1.291411,15.268651,17.092760,1.326923,-0.895207,-0.135699,-0.424489
-16,-38,1,0.003740,0.000174,0.000001,accepted,accepted,0.161518,0.605620,0.150000,4777,False,15.193759,17.131447,0.675253,15.336557,17.142544,0.666147,-0.994985,-0.077330,0.063447
-16,-27,1,0.003740,0.000174,0.000001,accepted,accepted,0.164615,0.301004,0.150000,8435,False,15.193759,17.131447,1.127102,15.325010,17.151342,1.189339,-0.895207,-0.135699,-0.424489
-16,-20,1,0.003740,0.000174,0.000001,accepted,accepted,0.042558,0.331501,0.150000,8435,False,15.193759,17.131447,1.414643,15.215744,17.134779,1.425068,-0.895207,-0.135699,-0.424489
-16,-18,1,0.003740,0.000174,0.000001,accepted,accepted,0.007684,0.340937,0.150000,8435,False,15.193759,17.131447,1.496798,15.184525,17.130047,1.492419,-0.895207,-0.135699,-0.424489
-15,-37,1,0.003740,0.000174,0.000001,accepted,accepted,0.160256,0.617218,0.150000,4777,False,15.193759,17.181482,0.716330,15.335301,17.192482,0.707304,-0.994985,-0.077330,0.063447
-15,-36,1,0.003740,0.000174,0.000001,accepted,accepted,0.162862,0.624079,0.150000,4777,False,15.193759,17.181482,0.757407,15.337894,17.192684,0.748216,-0.994985,-0.077330,0.063447
-15,-33,1,0.003740,0.000174,0.000001,accepted,accepted,0.170681,0.644995,0.150000,4777,False,15.193759,17.181482,0.880639,15.345674,17.193289,0.870952,-0.994985,-0.077330,0.063447
-15,-29,1,0.003740,0.000174,0.000001,accepted,accepted,0.181106,0.673465,0.150000,4777,False,15.193759,17.181482,1.044948,15.356047,17.194096,1.034599,-0.994985,-0.077330,0.063447
-15,-25,1,0.003740,0.000174,0.000001,accepted,accepted,0.122952,0.312729,0.150000,8435,False,15.193759,17.181482,1.209257,15.287713,17.195723,1.253808,-0.895207,-0.135699,-0.424489
-15,-23,1,0.003740,0.000174,0.000001,accepted,accepted,0.088079,0.321677,0.150000,8435,False,15.193759,17.181482,1.291411,15.256495,17.190990,1.321159,-0.895207,-0.135699,-0.424489
-14,-40,1,0.003740,0.000174,0.000001,accepted,accepted,0.149767,0.604524,0.150000,4777,False,15.193759,17.231518,0.611989,15.324864,17.241707,0.603628,-0.994985,-0.077330,0.063447
-14,-38,1,0.003740,0.000174,0.000001,accepted,accepted,0.153781,0.615097,0.150000,4777,False,15.193759,17.231518,0.675253,15.328858,17.242018,0.666638,-0.994985,-0.077330,0.063447
-14,-35,2,0.007480,0.000174,0.000001,accepted,accepted,0.168681,0.636141,0.150000,4777,False,15.186641,17.231518,0.798484,15.336566,17.243170,0.788924,-0.994985,-0.077330,0.063447
-14,-34,2,0.007480,0.000174,0.000001,accepted,accepted,0.171288,0.643290,0.150000,4777,False,15.186641,17.231518,0.839562,15.339160,17.243372,0.829836,-0.994985,-0.077330,0.063447
-14,-27,1,0.003740,0.000174,0.000001,accepted,accepted,0.151037,0.307200,0.150000,8435,False,15.193759,17.231518,1.127102,15.312855,17.249571,1.183575,-0.895207,-0.135699,-0.424489
-13,-39,2,0.007480,0.000174,0.000001,accepted,accepted,0.154387,0.612571,0.150000,4777,False,15.186641,17.281553,0.634175,15.322344,17.292099,0.625522,-0.994985,-0.077330,0.063447
-13,-38,1,0.003740,0.000174,0.000001,accepted,accepted,0.149911,0.619636,0.150000,4777,False,15.193759,17.281553,0.675253,15.325008,17.291754,0.666883,-0.994985,-0.077330,0.063447
-13,-37,6,0.022440,0.000174,0.000004,accepted,accepted,0.187928,0.626608,0.150000,4777,False,15.158170,17.281553,0.716330,15.327246,17.294693,0.705548,-0.994985,-0.077330,0.063447
-13,-36,2,0.007480,0.000174,0.000001,accepted,accepted,0.162206,0.633905,0.150000,4777,False,15.186641,17.281553,0.757407,15.330123,17.292704,0.748258,-0.994985,-0.077330,0.063447
-13,-32,1,0.003740,0.000174,0.000001,accepted,accepted,0.165549,0.663317,0.150000,4777,False,15.193759,17.281553,0.921716,15.340568,17.292963,0.912355,-0.994985,-0.077330,0.063447
-13,-31,2,0.007480,0.000174,0.000001,accepted,accepted,0.175237,0.670778,0.150000,4777,False,15.186641,17.281553,0.962793,15.343089,17.293713,0.952817,-0.994985,-0.077330,0.063447
-13,-29,1,0.003740,0.000174,0.000001,accepted,accepted,0.173367,0.685877,0.150000,4777,False,15.193759,17.281553,1.044948,15.348347,17.293568,1.035090,-0.994985,-0.077330,0.063447
-13,-28,1,0.003740,0.000174,0.000001,accepted,accepted,0.161683,0.305759,0.150000,8435,False,15.193759,17.281553,1.086025,15.322386,17.301050,1.147017,-0.895207,-0.135699,-0.424489
-13,-26,1,0.003740,0.000174,0.000001,accepted,accepted,0.126809,0.314728,0.150000,8435,False,15.193759,17.281553,1.168180,15.291166,17.296318,1.214368,-0.895207,-0.135699,-0.424489
-13,-24,1,0.003740,0.000174,0.000001,accepted,accepted,0.091936,0.324105,0.150000,8435,False,15.193759,17.281553,1.250334,15.259948,17.291586,1.281719,-0.895207,-0.135699,-0.424489
-13,-21,1,0.003740,0.000174,0.000001,accepted,accepted,0.039625,0.338961,0.150000,8435,False,15.193759,17.281553,1.373566,15.213119,17.284487,1.382746,-0.895207,-0.135699,-0.424489
-13,-18,1,0.003740,0.000174,0.000001,accepted,accepted,0.012685,0.354793,0.150000,8435,False,15.193759,17.281553,1.496798,15.166290,17.277390,1.483772,-0.895207,-0.135699,-0.424489
-12,-40,3,0.011220,0.000174,0.000002,accepted,accepted,0.156193,0.612932,0.150000,4777,False,15.179523,17.331589,0.611989,15.317022,17.342276,0.603221,-0.994985,-0.077330,0.063447
-12,-39,1,0.003740,0.000174,0.000001,accepted,accepted,0.143436,0.616843,0.150000,4777,False,15.193759,17.331589,0.634175,15.318565,17.341288,0.626217,-0.994985,-0.077330,0.063447
-12,-38,1,0.003740,0.000174,0.000001,accepted,accepted,0.146042,0.624027,0.150000,4777,False,15.193759,17.331589,0.675253,15.321158,17.341490,0.667129,-0.994985,-0.077330,0.063447
-12,-37,2,0.007480,0.000174,0.000001,accepted,accepted,0.155730,0.631260,0.150000,4777,False,15.186641,17.331589,0.716330,15.323680,17.342239,0.707591,-0.994985,-0.077330,0.063447
-12,-36,1,0.003740,0.000174,0.000001,accepted,accepted,0.151254,0.638634,0.150000,4777,False,15.193759,17.331589,0.757407,15.326344,17.341892,0.748953,-0.994985,-0.077330,0.063447
-12,-35,1,0.003740,0.000174,0.000001,accepted,accepted,0.153860,0.646051,0.150000,4777,False,15.193759,17.331589,0.798484,15.328938,17.342094,0.789864,-0.994985,-0.077330,0.063447
-12,-33,2,0.007480,0.000174,0.000001,accepted,accepted,0.166156,0.661064,0.150000,4777,False,15.186641,17.331589,0.880639,15.334053,17.343044,0.871239,-0.994985,-0.077330,0.063447
-12,-32,2,0.007480,0.000174,0.000001,accepted,accepted,0.168762,0.668678,0.150000,4777,False,15.186641,17.331589,0.921716,15.336646,17.343246,0.912151,-0.994985,-0.077330,0.063447
-12,-29,1,0.003740,0.000174,0.000001,accepted,accepted,0.169498,0.691834,0.150000,4777,False,15.193759,17.331589,1.044948,15.344497,17.343304,1.035336,-0.994985,-0.077330,0.063447
-12,-17,1,0.003740,0.000174,0.000001,accepted,accepted,0.036912,0.365004,0.150000,8435,False,15.193759,17.331589,1.537875,15.144602,17.324137,1.514565,-0.895207,-0.135699,-0.424489
-11,-40,10,0.037400,0.000174,0.000007,accepted,accepted,0.201898,0.616677,0.150000,4777,False,15.129698,17.381624,0.611989,15.312674,17.395845,0.600321,-0.994985,-0.077330,0.063447
-11,-39,2,0.007480,0.000174,0.000001,accepted,accepted,0.146649,0.620892,0.150000,4777,False,15.186641,17.381624,0.634175,15.314644,17.391573,0.626013,-0.994985,-0.077330,0.063447
-11,-38,1,0.003740,0.000174,0.000001,accepted,accepted,0.142172,0.628256,0.150000,4777,False,15.193759,17.381624,0.675253,15.317308,17.391226,0.667374,-0.994985,-0.077330,0.063447
-11,-37,4,0.014960,0.000174,0.000003,accepted,accepted,0.166025,0.635565,0.150000,4777,False,15.172405,17.381624,0.716330,15.319688,17.393070,0.706938,-0.994985,-0.077330,0.063447
-11,-36,3,0.011220,0.000174,0.000002,accepted,accepted,0.161550,0.643099,0.150000,4777,False,15.179523,17.381624,0.757407,15.322352,17.392725,0.748299,-0.994985,-0.077330,0.063447
-11,-35,1,0.003740,0.000174,0.000001,accepted,accepted,0.149992,0.650745,0.150000,4777,False,15.193759,17.381624,0.798484,15.325089,17.391830,0.790110,-0.994985,-0.077330,0.063447
-11,-34,1,0.003740,0.000174,0.000001,accepted,accepted,0.152598,0.658397,0.150000,4777,False,15.193759,17.381624,0.839562,15.327682,17.392033,0.831022,-0.994985,-0.077330,0.063447
-11,-33,1,0.003740,0.000174,0.000001,accepted,accepted,0.155204,0.666120,0.150000,4777,False,15.193759,17.381624,0.880639,15.330275,17.392233,0.871934,-0.994985,-0.077330,0.063447
-11,-32,1,0.003740,0.000174,0.000001,accepted,accepted,0.157810,0.673908,0.150000,4777,False,15.193759,17.381624,0.921716,15.332868,17.392435,0.912846,-0.994985,-0.077330,0.063447
-11,-31,1,0.003740,0.000174,0.000001,accepted,accepted,0.160416,0.681755,0.150000,4777,False,15.193759,17.381624,0.962793,15.335461,17.392637,0.953758,-0.994985,-0.077330,0.063447
-11,-29,1,0.003740,0.000174,0.000001,accepted,accepted,0.165541,0.306640,0.150000,8435,False,15.193759,17.381624,1.044948,15.325839,17.401644,1.107577,-0.895207,-0.135699,-0.424489
-11,-27,2,0.007480,0.000174,0.000001,accepted,accepted,0.137040,0.316372,0.150000,8435,False,15.186641,17.381624,1.127102,15.293206,17.397778,1.177633,-0.895207,-0.135699,-0.424489
-11,-26,1,0.003740,0.000174,0.000001,accepted,accepted,0.113230,0.320733,0.150000,8435,False,15.193759,17.381624,1.168180,15.279010,17.394547,1.208604,-0.895207,-0.135699,-0.424489
-11,-25,1,0.003740,0.000174,0.000001,accepted,accepted,0.095793,0.325663,0.150000,8435,False,15.193759,17.381624,1.209257,15.263400,17.392179,1.242279,-0.895207,-0.135699,-0.424489
-11,-21,1,0.003740,0.000174,0.000001,accepted,accepted,0.026046,0.346611,0.150000,8435,False,15.193759,17.381624,1.373566,15.200962,17.382715,1.376981,-0.895207,-0.135699,-0.424489
-11,-18,1,0.003740,0.000174,0.000001,accepted,accepted,0.026264,0.363672,0.150000,8435,False,15.193759,17.381624,1.496798,15.154134,17.375616,1.478008,-0.895207,-0.135699,-0.424489
-11,-17,1,0.003740,0.000174,0.000001,accepted,accepted,0.043701,0.369625,0.150000,8435,False,15.193759,17.381624,1.537875,15.138524,17.373251,1.511683,-0.895207,-0.135699,-0.424489
-11,-14,1,0.003740,0.000174,0.000001,accepted,accepted,0.096012,0.388295,0.150000,8435,False,15.193759,17.381624,1.661107,15.091695,17.366152,1.612710,-0.895207,-0.135699,-0.424489
-11,-7,1,0.003740,0.000174,0.000001,accepted,accepted,0.218069,0.436414,0.150000,8435,False,15.193759,17.381624,1.948647,14.982429,17.349588,1.848439,-0.895207,-0.135699,-0.424489
-11,4,1,0.003740,0.000174,0.000001,accepted_fallback,accept_fallback_receive,0.259236,-0.804493,0.150000,2577,True,15.193759,17.381624,2.400497,15.463431,17.441067,2.453763,0.958882,0.211362,0.189399
-10,-40,8,0.029920,0.000174,0.000005,accepted,accepted,0.183865,0.620569,0.150000,4777,False,15.143933,17.431660,0.611989,15.308967,17.444485,0.601465,-0.994985,-0.077330,0.063447
-10,-39,4,0.014960,0.000174,0.000003,accepted,accepted,0.156944,0.624725,0.150000,4777,False,15.172405,17.431660,0.634175,15.310652,17.442404,0.625360,-0.994985,-0.077330,0.063447
-10,-38,1,0.003740,0.000174,0.000001,accepted,accepted,0.138303,0.632311,0.150000,4777,False,15.193759,17.431660,0.675253,15.313458,17.440962,0.667620,-0.994985,-0.077330,0.063447
-10,-37,3,0.011220,0.000174,0.000002,accepted,accepted,0.155075,0.639793,0.150000,4777,False,15.179523,17.431660,0.716330,15.315909,17.442259,0.707633,-0.994985,-0.077330,0.063447
-10,-36,2,0.007480,0.000174,0.000001,accepted,accepted,0.150599,0.647481,0.150000,4777,False,15.186641,17.431660,0.757407,15.318574,17.441914,0.748994,-0.994985,-0.077330,0.063447
-10,-35,1,0.003740,0.000174,0.000001,accepted,accepted,0.146122,0.655251,0.150000,4777,False,15.193759,17.431660,0.798484,15.321239,17.441566,0.790356,-0.994985,-0.077330,0.063447
-10,-34,1,0.003740,0.000174,0.000001,accepted,accepted,0.148729,0.663065,0.150000,4777,False,15.193759,17.431660,0.839562,15.323832,17.441769,0.831267,-0.994985,-0.077330,0.063447
-10,-32,1,0.003740,0.000174,0.000001,accepted,accepted,0.153941,0.678913,0.150000,4777,False,15.193759,17.431660,0.921716,15.329018,17.442171,0.913091,-0.994985,-0.077330,0.063447
-10,-31,1,0.003740,0.000174,0.000001,accepted,accepted,0.156547,0.686937,0.150000,4777,False,15.193759,17.431660,0.962793,15.331611,17.442373,0.954003,-0.994985,-0.077330,0.063447
-10,-28,2,0.007480,0.000174,0.000001,accepted,accepted,0.147686,0.314256,0.150000,8435,False,15.186641,17.431660,1.086025,15.302737,17.449257,1.141075,-0.895207,-0.135699,-0.424489
-10,-27,1,0.003740,0.000174,0.000001,accepted,accepted,0.123877,0.318635,0.150000,8435,False,15.193759,17.431660,1.127102,15.288542,17.446026,1.172046,-0.895207,-0.135699,-0.424489
-10,-25,1,0.003740,0.000174,0.000001,accepted,accepted,0.089004,0.328657,0.150000,8435,False,15.193759,17.431660,1.209257,15.257322,17.441294,1.239397,-0.895207,-0.135699,-0.424489
-10,-24,2,0.007480,0.000174,0.000001,accepted,accepted,0.077939,0.334360,0.150000,8435,False,15.186641,17.431660,1.250334,15.240299,17.439793,1.275778,-0.895207,-0.135699,-0.424489
-10,-19,2,0.007480,0.000174,0.000001,accepted,accepted,0.009245,0.362490,0.150000,8435,False,15.186641,17.431660,1.455720,15.162251,17.427961,1.444155,-0.895207,-0.135699,-0.424489
-9,-40,8,0.029920,0.000174,0.000005,accepted,accepted,0.179996,0.624208,0.150000,4777,False,15.143933,17.481697,0.611989,15.305117,17.494225,0.601710,-0.994985,-0.077330,0.063447
-9,-39,4,0.014960,0.000174,0.000003,accepted,accepted,0.153074,0.628448,0.150000,4777,False,15.172405,17.481697,0.634175,15.306802,17.492142,0.625605,-0.994985,-0.077330,0.063447
-9,-38,3,0.011220,0.000174,0.000002,accepted,accepted,0.148599,0.636095,0.150000,4777,False,15.179523,17.481697,0.675253,15.309466,17.491796,0.666966,-0.994985,-0.077330,0.063447
-9,-37,1,0.003740,0.000174,0.000001,accepted,accepted,0.137040,0.643880,0.150000,4777,False,15.193759,17.481697,0.716330,15.312201,17.490902,0.708777,-0.994985,-0.077330,0.063447
-9,-36,1,0.003740,0.000174,0.000001,accepted,accepted,0.139647,0.651674,0.150000,4777,False,15.193759,17.481697,0.757407,15.314795,17.491104,0.749689,-0.994985,-0.077330,0.063447
-9,-35,2,0.007480,0.000174,0.000001,accepted,accepted,0.149335,0.659516,0.150000,4777,False,15.186641,17.481697,0.798484,15.317317,17.491854,0.790152,-0.994985,-0.077330,0.063447
-9,-34,2,0.007480,0.000174,0.000001,accepted,accepted,0.151941,0.667485,0.150000,4777,False,15.186641,17.481697,0.839562,15.319910,17.492054,0.831064,-0.994985,-0.077330,0.063447
-9,-33,3,0.011220,0.000174,0.000002,accepted,accepted,0.161631,0.675497,0.150000,4777,False,15.179523,17.481697,0.880639,15.322433,17.492804,0.871526,-0.994985,-0.077330,0.063447
-9,-32,4,0.014960,0.000174,0.000003,accepted,accepted,0.171318,0.683586,0.150000,4777,False,15.172405,17.481697,0.921716,15.324954,17.493553,0.911989,-0.994985,-0.077330,0.063447
-9,-31,1,0.003740,0.000174,0.000001,accepted,accepted,0.152677,0.691897,0.150000,4777,False,15.193759,17.481697,0.962793,15.327761,17.492111,0.954248,-0.994985,-0.077330,0.063447
-9,-28,2,0.007480,0.000174,0.000001,accepted,accepted,0.140896,0.316736,0.150000,8435,False,15.186641,17.481697,1.086025,15.296659,17.498373,1.138193,-0.895207,-0.135699,-0.424489
-9,-25,1,0.003740,0.000174,0.000001,accepted,accepted,0.082213,0.331530,0.150000,8435,False,15.193759,17.481697,1.209257,15.251244,17.490410,1.236515,-0.895207,-0.135699,-0.424489
-9,-24,1,0.003740,0.000174,0.000001,accepted,accepted,0.064776,0.336884,0.150000,8435,False,15.193759,17.481697,1.250334,15.235634,17.488045,1.270190,-0.895207,-0.135699,-0.424489
-9,-4,1,0.003740,0.000174,0.000001,accepted,accepted,0.283960,0.476760,0.150000,8435,False,15.193759,17.481697,2.071879,14.923443,17.440722,1.943701,-0.895207,-0.135699,-0.424489
-8,-40,8,0.029920,0.000174,0.000005,accepted,accepted,0.176127,0.627656,0.150000,4777,False,15.143933,17.531733,0.611989,15.301267,17.543961,0.601956,-0.994985,-0.077330,0.063447
-8,-39,3,0.011220,0.000174,0.000002,accepted,accepted,0.142124,0.632026,0.150000,4777,False,15.179523,17.531733,0.634175,15.303023,17.541330,0.626300,-0.994985,-0.077330,0.063447
-8,-38,1,0.003740,0.000174,0.000001,accepted,accepted,0.130564,0.639852,0.150000,4777,False,15.193759,17.531733,0.675253,15.305758,17.540438,0.668111,-0.994985,-0.077330,0.063447
-8,-37,2,0.007480,0.000174,0.000001,accepted,accepted,0.140254,0.647640,0.150000,4777,False,15.186641,17.531733,0.716330,15.308281,17.541185,0.708573,-0.994985,-0.077330,0.063447
-8,-36,4,0.014960,0.000174,0.000003,accepted,accepted,0.157024,0.655481,0.150000,4777,False,15.172405,17.531733,0.757407,15.310732,17.542482,0.748587,-0.994985,-0.077330,0.063447
-8,-35,2,0.007480,0.000174,0.000001,accepted,accepted,0.145466,0.663601,0.150000,4777,False,15.186641,17.531733,0.798484,15.313467,17.541590,0.790397,-0.994985,-0.077330,0.063447
-8,-34,1,0.003740,0.000174,0.000001,accepted,accepted,0.140990,0.671765,0.150000,4777,False,15.193759,17.531733,0.839562,15.316132,17.541243,0.831758,-0.994985,-0.077330,0.063447
-8,-33,2,0.007480,0.000174,0.000001,accepted,accepted,0.150678,0.679926,0.150000,4777,False,15.186641,17.531733,0.880639,15.318653,17.541992,0.872221,-0.994985,-0.077330,0.063447
-8,-32,2,0.007480,0.000174,0.000001,accepted,accepted,0.153285,0.688213,0.150000,4777,False,15.186641,17.531733,0.921716,15.321247,17.542194,0.913133,-0.994985,-0.077330,0.063447
-8,-30,3,0.011220,0.000174,0.000002,accepted,accepted,0.165580,0.704964,0.150000,4777,False,15.179523,17.531733,1.003871,15.326362,17.543144,0.994507,-0.994985,-0.077330,0.063447
-8,-29,3,0.011220,0.000174,0.000002,accepted,accepted,0.157915,0.314590,0.150000,8435,False,15.179523,17.531733,1.044948,15.304776,17.550718,1.104341,-0.895207,-0.135699,-0.424489
-8,-28,1,0.003740,0.000174,0.000001,accepted,accepted,0.127734,0.318632,0.150000,8435,False,15.193759,17.531733,1.086025,15.291994,17.546623,1.132606,-0.895207,-0.135699,-0.424489
-8,-26,1,0.003740,0.000174,0.000001,accepted,accepted,0.092860,0.328917,0.150000,8435,False,15.193759,17.531733,1.168180,15.260775,17.541891,1.199957,-0.895207,-0.135699,-0.424489
-8,-22,2,0.007480,0.000174,0.000001,accepted,accepted,0.029486,0.351779,0.150000,8435,False,15.186641,17.531733,1.332489,15.196923,17.533291,1.337364,-0.895207,-0.135699,-0.424489
-8,-21,1,0.003740,0.000174,0.000001,accepted,accepted,0.005676,0.357191,0.150000,8435,False,15.193759,17.531733,1.373566,15.182727,17.530060,1.368335,-0.895207,-0.135699,-0.424489
-8,-17,1,0.003740,0.000174,0.000001,accepted,accepted,0.064071,0.382720,0.150000,8435,False,15.193759,17.531733,1.537875,15.120289,17.520596,1.503037,-0.895207,-0.135699,-0.424489
-8,-14,1,0.003740,0.000174,0.000001,accepted,accepted,0.116381,0.403721,0.150000,8435,False,15.193759,17.531733,1.661107,15.073461,17.513496,1.604063,-0.895207,-0.135699,-0.424489
-8,-11,1,0.003740,0.000174,0.000001,accepted,accepted,0.168692,0.426388,0.150000,8435,False,15.193759,17.531733,1.784338,15.026631,17.506397,1.705090,-0.895207,-0.135699,-0.424489
-7,-40,14,0.052360,0.000174,0.000009,accepted,accepted,0.214750,0.630598,0.150000,4777,False,15.101227,17.581768,0.611989,15.296989,17.596983,0.599505,-0.994985,-0.077330,0.063447
-7,-39,3,0.011220,0.000174,0.000002,accepted,accepted,0.138254,0.635355,0.150000,4777,False,15.179523,17.581768,0.634175,15.299173,17.591066,0.626546,-0.994985,-0.077330,0.063447
-7,-38,3,0.011220,0.000174,0.000002,accepted,accepted,0.140860,0.643211,0.150000,4777,False,15.179523,17.581768,0.675253,15.301766,17.591269,0.667458,-0.994985,-0.077330,0.063447
